1593,Loneliness,"having no friends, feel like they have no one to talk to "
1594,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1595,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1596,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1597,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1598,Hoarding,
1599,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1600,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1601,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1602,Sportmanship,"sore loser, too competitive"
1603,General Intake,
1604,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1605,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1606,Child abuse,need to heal from trauma from past event(s) in childhood
1607,Incarcerated parent,"one or both parents are in jail or prison
"
1608,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1609,ESL,ESL
1610,unhappy with coach,unhappy with coach
1611,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1612,Active Quest,user is a primary or participating quester
1613,ADHD ,diagnosed with ADHD or suspects ADHD
1614,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1615,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1616,Clinical Anxiety,"for preclinical, go to stress
"
1617,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1618,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1619,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1620,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1621,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1622,Bored,"no purpose, nothing to do
"
1623,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1624,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1625,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1626,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1627,Build wealth,"want to make more money, save money, invest money"
1628,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1629,Hyperactivity/Inattention,Pre-ADHD diagnosis
1630,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1631,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1632,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1633,Poor Mental Health,Pre-diagnosis
1634,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1635,Parenting Stress,"struggling with connecting with kids and discipline
"
1636,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1637,Personal Care and Hygiene,skills related to taking care of oneself
1638,Declining physical health,want to get healthier. general health problems.   no series illnesses
1639,Resilience,"giving up too quickly or easily, can't bounce back"
1640,Self-Regulation and Coping,"""overreacting"" "
1641,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1642,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1643,Trauma,"emotional abuse, need help setting boundaries"
1644,Stress,general stress management
1645,Debt,trying to get rid of debt and save more
1646,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1647,Eating Disorder,"anorexia, bulimia, binge eating"
1648,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1649,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1650,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1651,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1652,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1653,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1654,FBA,working with an ABA agency or school on obtaining an FBA
1655,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1656,Suicidal Ideations,having thoughts about suicide or dying
1657,Suicide Risk,action plans made for suicide and need external support
1658,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1659,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1660,No Friends,"user wants to make friends
"
1661,SPED caregiver,burnout and stress from caring for high needs family members
1662,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1663,Loneliness,"having no friends, feel like they have no one to talk to "
1664,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1665,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1666,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1667,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1668,Hoarding,
1669,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1670,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1671,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1672,Sportmanship,"sore loser, too competitive"
1673,General Intake,
1674,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1675,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1676,Child abuse,need to heal from trauma from past event(s) in childhood
1677,Incarcerated parent,"one or both parents are in jail or prison
"
1678,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1679,ESL,ESL
1680,unhappy with coach,unhappy with coach
1681,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1682,Active Quest,user is a primary or participating quester
1683,ADHD ,diagnosed with ADHD or suspects ADHD
1684,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1685,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1686,Clinical Anxiety,"for preclinical, go to stress
"
1687,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1688,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1689,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1690,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1691,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1692,Bored,"no purpose, nothing to do
"
1693,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1694,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1695,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1696,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1697,Build wealth,"want to make more money, save money, invest money"
1698,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1699,Hyperactivity/Inattention,Pre-ADHD diagnosis
1700,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1701,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1702,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1703,Poor Mental Health,Pre-diagnosis
1704,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1705,Parenting Stress,"struggling with connecting with kids and discipline
"
1706,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1707,Personal Care and Hygiene,skills related to taking care of oneself
1708,Declining physical health,want to get healthier. general health problems.   no series illnesses
1709,Resilience,"giving up too quickly or easily, can't bounce back"
1710,Self-Regulation and Coping,"""overreacting"" "
1711,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1712,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1713,Trauma,"emotional abuse, need help setting boundaries"
1714,Stress,general stress management
1715,Debt,trying to get rid of debt and save more
1716,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1717,Eating Disorder,"anorexia, bulimia, binge eating"
1718,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1719,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1720,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1721,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1722,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1723,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1724,FBA,working with an ABA agency or school on obtaining an FBA
1725,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1726,Suicidal Ideations,having thoughts about suicide or dying
1727,Suicide Risk,action plans made for suicide and need external support
1728,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1729,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1730,No Friends,"user wants to make friends
"
1731,SPED caregiver,burnout and stress from caring for high needs family members
1732,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1733,Loneliness,"having no friends, feel like they have no one to talk to "
1734,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1735,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1736,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1737,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1738,Hoarding,
1739,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1740,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1741,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1742,Sportmanship,"sore loser, too competitive"
1743,General Intake,
1744,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1745,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1746,Child abuse,need to heal from trauma from past event(s) in childhood
1747,Incarcerated parent,"one or both parents are in jail or prison
"
1748,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1749,ESL,ESL
1750,unhappy with coach,unhappy with coach
1751,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1752,Active Quest,user is a primary or participating quester
1753,ADHD ,diagnosed with ADHD or suspects ADHD
1754,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1755,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1756,Clinical Anxiety,"for preclinical, go to stress
"
1757,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1758,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1759,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1760,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1761,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1762,Bored,"no purpose, nothing to do
"
1763,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1764,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1765,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1766,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1767,Build wealth,"want to make more money, save money, invest money"
1768,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1769,Hyperactivity/Inattention,Pre-ADHD diagnosis
1770,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1771,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1772,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1773,Poor Mental Health,Pre-diagnosis
1774,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1775,Parenting Stress,"struggling with connecting with kids and discipline
"
1776,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1777,Personal Care and Hygiene,skills related to taking care of oneself
1778,Declining physical health,want to get healthier. general health problems.   no series illnesses
1779,Resilience,"giving up too quickly or easily, can't bounce back"
1780,Self-Regulation and Coping,"""overreacting"" "
1781,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1782,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1783,Trauma,"emotional abuse, need help setting boundaries"
1784,Stress,general stress management
1785,Debt,trying to get rid of debt and save more
1786,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1787,Eating Disorder,"anorexia, bulimia, binge eating"
1788,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1789,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1790,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1791,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1792,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1793,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1794,FBA,working with an ABA agency or school on obtaining an FBA
1795,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1796,Suicidal Ideations,having thoughts about suicide or dying
1797,Suicide Risk,action plans made for suicide and need external support
1798,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1799,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1800,No Friends,"user wants to make friends
"
1801,SPED caregiver,burnout and stress from caring for high needs family members
1802,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1803,Loneliness,"having no friends, feel like they have no one to talk to "
1804,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1805,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1806,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1807,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1808,Hoarding,
1809,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1810,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1811,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1812,Sportmanship,"sore loser, too competitive"
1813,General Intake,
1814,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1815,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1816,Child abuse,need to heal from trauma from past event(s) in childhood
1817,Incarcerated parent,"one or both parents are in jail or prison
"
1818,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1819,ESL,ESL
1820,unhappy with coach,unhappy with coach
1821,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1822,Active Quest,user is a primary or participating quester
1823,ADHD ,diagnosed with ADHD or suspects ADHD
1824,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1825,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1826,Clinical Anxiety,"for preclinical, go to stress
"
1827,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1828,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1829,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1830,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1831,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1832,Bored,"no purpose, nothing to do
"
1833,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1834,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1835,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1836,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1837,Build wealth,"want to make more money, save money, invest money"
1838,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1839,Hyperactivity/Inattention,Pre-ADHD diagnosis
1840,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1841,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1842,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1843,Poor Mental Health,Pre-diagnosis
1844,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1845,Parenting Stress,"struggling with connecting with kids and discipline
"
1846,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1847,Personal Care and Hygiene,skills related to taking care of oneself
1848,Declining physical health,want to get healthier. general health problems.   no series illnesses
1849,Resilience,"giving up too quickly or easily, can't bounce back"
1850,Self-Regulation and Coping,"""overreacting"" "
1851,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1852,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1853,Trauma,"emotional abuse, need help setting boundaries"
1854,Stress,general stress management
1855,Debt,trying to get rid of debt and save more
1856,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1857,Eating Disorder,"anorexia, bulimia, binge eating"
1858,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1859,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1860,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1861,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1862,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1863,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1864,FBA,working with an ABA agency or school on obtaining an FBA
1865,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1866,Suicidal Ideations,having thoughts about suicide or dying
1867,Suicide Risk,action plans made for suicide and need external support
1868,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1869,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1870,No Friends,"user wants to make friends
"
1871,SPED caregiver,burnout and stress from caring for high needs family members
1872,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1873,Loneliness,"having no friends, feel like they have no one to talk to "
1874,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1875,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1876,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1877,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1878,Hoarding,
1879,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1880,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1881,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1882,Sportmanship,"sore loser, too competitive"
1883,General Intake,
1884,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1885,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1886,Child abuse,need to heal from trauma from past event(s) in childhood
1887,Incarcerated parent,"one or both parents are in jail or prison
"
1888,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1889,ESL,ESL
1890,unhappy with coach,unhappy with coach
1891,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1892,Active Quest,user is a primary or participating quester
1893,ADHD ,diagnosed with ADHD or suspects ADHD
1894,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1895,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1896,Clinical Anxiety,"for preclinical, go to stress
"
1897,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1898,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1899,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1900,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1901,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1902,Bored,"no purpose, nothing to do
"
1903,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1904,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1905,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1906,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1907,Build wealth,"want to make more money, save money, invest money"
1908,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1909,Hyperactivity/Inattention,Pre-ADHD diagnosis
1910,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1911,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1912,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1913,Poor Mental Health,Pre-diagnosis
1914,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1915,Parenting Stress,"struggling with connecting with kids and discipline
"
1916,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1917,Personal Care and Hygiene,skills related to taking care of oneself
1918,Declining physical health,want to get healthier. general health problems.   no series illnesses
1919,Resilience,"giving up too quickly or easily, can't bounce back"
1920,Self-Regulation and Coping,"""overreacting"" "
1921,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1922,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1923,Trauma,"emotional abuse, need help setting boundaries"
1924,Stress,general stress management
1925,Debt,trying to get rid of debt and save more
1926,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1927,Eating Disorder,"anorexia, bulimia, binge eating"
1928,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1929,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1930,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1931,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1932,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1933,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1934,FBA,working with an ABA agency or school on obtaining an FBA
1935,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
1936,Suicidal Ideations,having thoughts about suicide or dying
1937,Suicide Risk,action plans made for suicide and need external support
1938,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
1939,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
1940,No Friends,"user wants to make friends
"
1941,SPED caregiver,burnout and stress from caring for high needs family members
1942,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
1943,Loneliness,"having no friends, feel like they have no one to talk to "
1944,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
1945,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
1946,Lack of confidence,"wants to gain confidence and feel good about themselves
"
1947,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
1948,Hoarding,
1949,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
1950,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
1951,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
1952,Sportmanship,"sore loser, too competitive"
1953,General Intake,
1954,Physical abuse,"punching, hitting, choking, scratching, throwing items "
1955,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
1956,Child abuse,need to heal from trauma from past event(s) in childhood
1957,Incarcerated parent,"one or both parents are in jail or prison
"
1958,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
1959,ESL,ESL
1960,unhappy with coach,unhappy with coach
1961,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
1962,Active Quest,user is a primary or participating quester
1963,ADHD ,diagnosed with ADHD or suspects ADHD
1964,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
1965,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
1966,Clinical Anxiety,"for preclinical, go to stress
"
1967,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
1968,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
1969,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
1970,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
1971,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
1972,Bored,"no purpose, nothing to do
"
1973,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
1974,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
1975,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
1976,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
1977,Build wealth,"want to make more money, save money, invest money"
1978,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
1979,Hyperactivity/Inattention,Pre-ADHD diagnosis
1980,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1981,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1982,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1983,Poor Mental Health,Pre-diagnosis
1984,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1985,Parenting Stress,"struggling with connecting with kids and discipline
"
1986,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1987,Personal Care and Hygiene,skills related to taking care of oneself
1988,Declining physical health,want to get healthier. general health problems.   no series illnesses
1989,Resilience,"giving up too quickly or easily, can't bounce back"
1990,Self-Regulation and Coping,"""overreacting"" "
1991,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1992,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1993,Trauma,"emotional abuse, need help setting boundaries"
1994,Stress,general stress management
1995,Debt,trying to get rid of debt and save more
1996,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1997,Eating Disorder,"anorexia, bulimia, binge eating"
